interaction_id	effect	arrow	genesymbol_source	uniprot_source	genesymbol_target	uniprot_target	C-type lectin receptor signaling pathway	Cytokine-cytokine receptor interaction	Cytosolic DNA-sensing pathway	Estrogen signaling pathway	IL-17 signaling pathway	NF-kappa B signaling pathway	NOD-like receptor signaling pathway	Osteoclast differentiation	Regulation of actin cytoskeleton	RIG-I-like receptor signaling pathway	T cell receptor signaling pathway	Th17 cell differentiation	TNF signaling pathway	Toll-like receptor signaling pathway	Viral protein interaction with cytokine and cytokine receptor	sum.interaction	pathway.interaction	reference	CyFi_MAP_interactions	status	expression_dorothea
Q9Y2Z0_P07900_binding/association	binding/association	---	SUGT1	Q9Y2Z0	HSP90AA1	P07900	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y2Z0_Q96P20_activation	activation	-->	SUGT1	Q9Y2Z0	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y2Z0_Q9Y239_activation	activation	-->	SUGT1	Q9Y2Z0	NOD1	Q9Y239	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y4K3_O43318_activation	activation	-->	TRAF6	Q9Y4K3	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	NA	KEGG	FALSE	NA	FALSE
Q9Y4K3_P17676_activation	activation	-->	TRAF6	Q9Y4K3	CEBPB	P17676	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y4K3_Q13568_activation	activation	-->	TRAF6	Q9Y4K3	IRF5	Q13568	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y4K3_Q16539_activation	activation	-->	TRAF6	Q9Y4K3	MAPK14	Q16539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y4K3_Q92985_activation	activation	-->	TRAF6	Q9Y4K3	IRF7	Q92985	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y4K3_Q99558_activation	activation	-->	TRAF6	Q9Y4K3	MAP3K14	Q99558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y572_O00429_activation	activation	-->	RIPK3	Q9Y572	DNM1L	O00429	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y572_Q8NB16_phosphorylation	phosphorylation	+p	RIPK3	Q9Y572	MLKL	Q8NB16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y6K9_O15111_binding/association	binding/association	---	IKBKG	Q9Y6K9	CHUK	O15111	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9Y6Q6_O43914_activation	activation	-->	TNFRSF11A	Q9Y6Q6	TYROBP	O43914	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9Y6Q6_P12314_activation	activation	-->	TNFRSF11A	Q9Y6Q6	FCGR1A	P12314	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9Y6Q6_Q06187_activation	activation	-->	TNFRSF11A	Q9Y6Q6	BTK	Q06187	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9Y6Q6_Q12933_activation	activation	-->	TNFRSF11A	Q9Y6Q6	TRAF2	Q12933	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9Y6W5_O15511_activation	activation	-->	WASF2	Q9Y6W5	ARPC5	O15511	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9Y6W8_P29965_activation	activation	-->	ICOS	Q9Y6W8	CD40LG	P29965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y6W8_P42336_activation	activation	-->	ICOS	Q9Y6W8	PIK3CA	P42336	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y6Y9_O00206_binding/association	binding/association	---	LY96	Q9Y6Y9	TLR4	O00206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
W6CW81_O14862_inhibition	inhibition	--|	PYDC5	W6CW81	AIM2	O14862	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
P15311_O14745_activation	activation	-->	EZR	P15311	SLC9A3R1	O14745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
Q02156_P13569_activation	activation	-->	PRKCE	Q02156	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
Q02156_P15311_activation	activation	-->	PRKCE	Q02156	EZR	P15311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
Q02156_O14745_inhibition	inhibition	--|	PRKCE	Q02156	SLC9A3R1	O14745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
O14745_P13569_activation	activation	-->	SLC9A3R1	O14745	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
P15311_P17612_activation	activation	-->	EZR	P15311	PRKACA	P17612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P17612_P13569_activation	activation	-->	PRKACA	P17612	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P17612_O14745_activation	activation	-->	PRKACA	P17612	SLC9A3R1	O14745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P17612_O14745_inhibition	inhibition	--|	PRKACA	P17612	SLC9A3R1	O14745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P51636_P13569_activation	activation	-->	CAV2	P51636	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
P12931_P51636_activation	activation	-->	SRC	P12931	CAV2	P51636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
Q03135_P13569_activation	activation	-->	CAV1	Q03135	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
P12931_Q03135_activation	activation	-->	SRC	P12931	CAV1	Q03135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P04632_P13569_activation	activation	-->	CAPNS1	P04632	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	gained	FALSE
P04632_P15311_inhibition	inhibition	--|	CAPNS1	P04632	EZR	P15311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	gained	FALSE
P29275_P13569_activation	activation	-->	ADORA2B	P29275	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P29275_P15311_activation	activation	-->	ADORA2B	P29275	EZR	P15311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P29275_Q15599_activation	activation	-->	ADORA2B	P29275	SLC9A3R2	Q15599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P15311_Q15599_activation	activation	-->	EZR	P15311	SLC9A3R2	Q15599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
Q01970_Q15599_activation	activation	-->	PLCB3	Q01970	SLC9A3R2	Q15599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
Q15599_P13569_activation	activation	-->	SLC9A3R2	Q15599	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	unchanged	FALSE
P07384_P13569_activation	activation	-->	CAPN1	P07384	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	gained	FALSE
P07384_P15311_inhibition	inhibition	--|	CAPN1	P07384	EZR	P15311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	gained	FALSE
Q9NQ66_O14745_activation	activation	-->	PLCB1	Q9NQ66	SLC9A3R1	O14745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P68400_P13569_activation	activation	-->	CSNK2A1	P68400	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P43405_P13569_activation	activation	-->	SYK	P43405	CFTR	P13569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
P13569_Q15628_inhibition	inhibition	--|	CFTR	P13569	TRADD	Q15628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CyFi-MAP	TRUE	lost	FALSE
